Frame, Bicycle, Car, Motorbike, Bus, Truck, Ambulance, Fire Truck, Traffic Density (units/km)
0, 0, 7, 0, 1, 0, 0, 18.00
1, 0, 7, 0, 1, 0, 0, 18.00
2, 0, 7, 0, 0, 1, 0, 18.00
3, 0, 7, 0, 0, 1, 0, 18.00
4, 0, 7, 0, 0, 1, 0, 18.00
5, 0, 7, 0, 0, 1, 0, 18.00
6, 0, 7, 0, 0, 1, 0, 18.00
7, 0, 6, 0, 0, 2, 0, 20.00
8, 0, 7, 0, 0, 1, 0, 18.00
9, 0, 7, 0, 0, 1, 0, 18.00
10, 0, 7, 0, 0, 1, 0, 18.00
11, 0, 7, 0, 0, 1, 0, 18.00
12, 0, 7, 0, 0, 1, 0, 18.00
13, 0, 7, 0, 0, 1, 0, 18.00
14, 0, 7, 0, 0, 1, 0, 18.00
15, 0, 8, 0, 0, 1, 0, 20.00
16, 0, 7, 0, 0, 1, 0, 18.00
17, 0, 7, 0, 1, 0, 0, 18.00
18, 0, 6, 0, 1, 0, 0, 16.00
19, 0, 6, 0, 1, 0, 0, 16.00
20, 0, 7, 0, 1, 0, 0, 18.00
21, 0, 8, 0, 0, 1, 0, 20.00
22, 0, 8, 0, 0, 1, 0, 20.00
23, 0, 8, 0, 0, 1, 0, 20.00
24, 0, 9, 0, 0, 1, 0, 22.00
25, 0, 7, 0, 0, 1, 0, 18.00
26, 0, 7, 0, 0, 1, 0, 18.00
27, 0, 7, 0, 0, 1, 0, 18.00
28, 0, 7, 0, 0, 1, 0, 18.00
29, 0, 7, 0, 0, 1, 0, 18.00
30, 0, 7, 0, 0, 1, 0, 18.00
31, 0, 7, 0, 0, 1, 0, 18.00
32, 0, 7, 0, 0, 1, 0, 18.00
33, 0, 7, 0, 1, 0, 0, 18.00
34, 0, 8, 0, 0, 1, 0, 20.00
35, 0, 7, 0, 0, 0, 0, 14.00
36, 0, 8, 0, 0, 0, 0, 16.00
37, 0, 7, 0, 0, 0, 0, 14.00
38, 0, 7, 0, 1, 0, 0, 18.00
39, 0, 7, 0, 0, 0, 0, 14.00
40, 0, 7, 0, 1, 0, 0, 18.00
41, 0, 8, 0, 0, 1, 0, 20.00
42, 0, 7, 0, 0, 1, 0, 18.00
43, 0, 8, 0, 0, 0, 0, 16.00
44, 0, 8, 0, 0, 1, 0, 20.00
45, 0, 9, 0, 0, 1, 0, 22.00
